mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.797711181640625,1.321371909486666,0.0438349723815918,0.009190953076700217,100,5,6,log2,12,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 12, 'class_weight': 'balanced'}",0.35214438887082194,0.34201834580429286,0.3537719670750144,0.35341525709462757,0.3813938642019792,0.3565487646093472,0.013155531490256635,34
2.7290199279785154,1.2658521281651696,0.047522783279418945,0.009273171107797726,100,15,4,log2,12,balanced,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 12, 'class_weight': 'balanced'}",0.34168011952087785,0.33988863301287914,0.3535477205472308,0.3557565207673199,0.37879914322437874,0.3539344274145373,0.013922471483310078,45
2.82846622467041,1.238719910628678,0.051951026916503905,0.010603490596535542,100,15,4,sqrt,18,balanced,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 18, 'class_weight': 'balanced'}",0.33094834962768765,0.4985314913521157,0.33921925716692686,0.3619681307081406,0.33335818640367604,0.3728050830517094,0.06381319733201031,1
2.820086193084717,1.3974608198216882,0.04690842628479004,0.00822143388860901,100,5,4,log2,18,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.3310216785889805,0.4986133014302028,0.33162542243540827,0.34328338352502935,0.33092974422020194,0.3670947060399646,0.06592625860104037,7
5.515084505081177,2.661725978795153,0.08432960510253906,0.014353772051953718,200,15,6,sqrt,12,balanced,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 12, 'class_weight': 'balanced'}",0.3446419662369238,0.34110878896154967,0.35981947140745424,0.35291301646189455,0.377208459886351,0.35513834059083466,0.01281372242883138,39
5.9162908554077145,2.76700309997892,0.08164849281311035,0.012673985342162282,200,10,2,log2,24,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 24, 'class_weight': 'balanced'}",0.33107665429133,0.49864056552474173,0.33164368379934955,0.3321906005695525,0.32834287391751066,0.3643788756204969,0.06714389112117439,26
4.483627605438232,2.123643604016455,0.06975798606872559,0.010980146310699988,150,5,2,log2,18,balanced,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.33109497552364836,0.4986678266543418,0.33162542243540827,0.3434899112187248,0.3283056258945282,0.36663675234533033,0.0662212461586507,11
2.8822271823883057,1.3358508185357316,0.05015788078308105,0.010076938661773263,100,15,4,log2,18,balanced,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.33094834962768765,0.4985314913521157,0.33921925716692686,0.3619681307081406,0.33335818640367604,0.3728050830517094,0.06381319733201031,1
2.946694087982178,1.4906152752016553,0.04522075653076172,0.0036906953393153266,100,15,6,sqrt,24,balanced,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 24, 'class_weight': 'balanced'}",0.33087498861877446,0.4986133014302028,0.33162542243540827,0.33217239878101873,0.33095874553527227,0.36484897136013533,0.06688383587614645,22
2.764361095428467,1.3153900294807412,0.04834027290344238,0.003933907455097443,100,5,4,log2,12,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 12, 'class_weight': 'balanced'}",0.33858559919333325,0.3303786386517838,0.35632898419979386,0.35797795810356475,0.3774634366706195,0.35214692336381903,0.016432797555781847,48
2.9352171421051025,1.3397946541347385,0.04591445922851563,0.01122332204283005,100,5,2,log2,18,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.33109497552364836,0.4986678266543418,0.33162542243540827,0.3321359892601865,0.32826836966894224,0.3643585167085054,0.06716799737891527,30
4.060904216766358,1.9411623836461018,0.06259956359863281,0.01034256430423021,150,10,6,sqrt,12,balanced,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 12, 'class_weight': 'balanced'}",0.35058535715794464,0.3424810718823414,0.3509769313704382,0.3535765464936242,0.38000778139056623,0.3555255376589829,0.012793999489169101,36
4.011586999893188,1.663302462773663,0.06963129043579101,0.011861723830237467,150,5,4,log2,24,balanced,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 24, 'class_weight': 'balanced'}",0.33104000582432386,0.49864056552474173,0.33164368379934955,0.33217239878101873,0.32836149485387195,0.36437162975666115,0.06714727545326656,27
3.0611400604248047,0.8130848870122923,0.061750602722167966,0.009754140923124955,150,10,4,sqrt,18,balanced,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 18, 'class_weight': 'balanced'}",0.33109497552364836,0.49864056552474173,0.33164368379934955,0.3321359892601865,0.33351285192526525,0.3654056132066383,0.06662230310400928,18
